City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Honiara,SB,2022-11-13 00:04:57,-9.4333,159.95,84.34,71,99,3.71
272,Abeche,TD,2022-11-13 00:04:57,13.8292,20.8324,73.65,26,3,7.76
273,Sitka,US,2022-11-13 00:04:58,57.0531,-135.33,46.29,87,100,18.41
274,Bathsheba,BB,2022-11-13 00:04:58,13.2167,-59.5167,79.92,80,81,7.99
275,Datong,CN,2022-11-13 00:05:59,40.0936,113.2914,28.76,43,18,2.59
276,Port Blair,IN,2022-11-13 00:05:59,11.6667,92.75,79.0,80,78,9.28
277,Maksatikha,RU,2022-11-13 00:05:59,57.797,35.8825,45.18,66,66,16.31
278,Chizhou,CN,2022-11-13 00:06:00,30.6578,117.4831,57.09,77,100,10.13
279,Bakel,SN,2022-11-13 00:06:00,14.905,-12.4568,78.19,14,72,1.97
280,Awjilah,LY,2022-11-13 00:06:01,29.1081,21.2869,64.83,52,45,5.06
281,Hokitika,NZ,2022-11-13 00:06:01,-42.7167,170.9667,61.77,66,21,9.6
282,Haines Junction,CA,2022-11-13 00:06:01,60.7522,-137.5108,27.97,93,25,6.02
283,Owen Sound,CA,2022-11-13 00:06:02,44.5672,-80.9435,36.9,93,100,8.01
284,Tayga,RU,2022-11-13 00:06:02,56.06,85.6197,29.32,97,100,10.8
285,Daoukro,CI,2022-11-13 00:06:03,7.0591,-3.9631,72.54,97,95,2.08
286,Camapua,BR,2022-11-13 00:02:40,-19.5314,-54.0439,74.17,69,50,8.05
287,Cidreira,BR,2022-11-13 00:06:03,-30.1811,-50.2056,68.43,90,89,19.69
288,Lumby,CA,2022-11-13 00:06:04,50.2498,-118.969,29.35,95,51,0.22
289,Kijang,KR,2022-11-13 00:06:04,35.2442,129.2139,68.27,81,68,8.03
290,Dwarka,IN,2022-11-13 00:06:04,22.2394,68.9678,78.06,54,1,8.5
